vehicle_id,points,total_distance_m,avg_speed_m_s,max_speed_m_s,dwell_time_s,time_span_s
sc-aware-JQ6G0078,100.0,107.1612212544878,1.7906021913040955,3.162220740195056,44.147183,104.128169
