MQTT_TOPIC,MQTT_PAYLOAD_UTF8,MQTT_RETAIN,MQTT_PACKET_ID,MQTT_TIMESTAMP_MS,MQTT_TIMESTAMP_ISO_8601,TOPIC_COMPANY,TOPIC_LOCATION,TOPIC_AREA,TOPIC_TYPE,TOPIC_DEVICE,TOPIC_PAYLOAD_VERSION,TOPIC_MANUFACTURER,PAYLOAD_HEADERID,PAYLOAD_TIMESTAMP,PAYLOAD_VERSION,PAYLOAD_MANUFACTURER,PAYLOAD_SERIALNUMBER,PAYLOAD_AGVPOSITION_X,PAYLOAD_AGVPOSITION_Y,PAYLOAD_AGVPOSITION_THETA,PAYLOAD_AGVPOSITION_MAPID,PAYLOAD_AGVPOSITION_POSITIONINITIALIZED,PAYLOAD_AGVPOSITION_LOCALIZATIONSCORE,PAYLOAD_VELOCITY_VX,PAYLOAD_VELOCITY_VY,PAYLOAD_VELOCITY_OMEGA,PAYLOAD_SCHEMAVALIDATION
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2428,""timestamp"":""2025-10-05T15:11:12.588995Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":136.901,""y"":77.277,""theta"":-1.5735091018176632,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.549998093844826,""vy"":-0.19288354819087433,""omega"":-0.1828926480853824},""schemavalidation"":true}",false,0,1759677072724,2025-10-05 15:11:12.724,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2428,2025-10-05T15:11:12.588995Z,2.0.0,synaos,sc-aware-JQ6G0078,137,77,-1.573509102,KB_Forklift_05_09_2025,true,1,-2,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2427,""timestamp"":""2025-10-05T15:11:11.521321Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":137.418,""y"":75.729,""theta"":-1.2706042484469737,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.401041180843118,""vy"":-0.6405293061125037,""omega"":-0.5410856319216514},""schemavalidation"":true}",false,0,1759677071705,2025-10-05 15:11:11.705,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2427,2025-10-05T15:11:11.521321Z,2.0.0,synaos,sc-aware-JQ6G0078,137,76,-1.270604248,KB_Forklift_05_09_2025,true,1,-1,-1,-1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2426,""timestamp"":""2025-10-05T15:11:10.520854Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":138.819,""y"":74.943,""theta"":-0.6870918242074389,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.6178361491738518,""vy"":-0.656506989723531,""omega"":-0.5321960799200398},""schemavalidation"":true}",false,0,1759677070633,2025-10-05 15:11:10.633,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2426,2025-10-05T15:11:10.520854Z,2.0.0,synaos,sc-aware-JQ6G0078,139,75,-0.6870918242,KB_Forklift_05_09_2025,true,1,-2,-1,-1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2425,""timestamp"":""2025-10-05T15:11:09.453981Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":140.877,""y"":74.578,""theta"":-0.23777912115355093,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.156737090990262,""vy"":-0.4808024079473952,""omega"":-0.38341923522556715},""schemavalidation"":true}",false,0,1759677069657,2025-10-05 15:11:09.657,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2425,2025-10-05T15:11:09.453981Z,2.0.0,synaos,sc-aware-JQ6G0078,141,75,-0.2377791212,KB_Forklift_05_09_2025,true,1,-2,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2424,""timestamp"":""2025-10-05T15:11:08.387199Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":143.476,""y"":74.77,""theta"":0.05804295354214073,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.703078998954278,""vy"":-0.06373761787849737,""omega"":-0.11566054391907893},""schemavalidation"":true}",false,0,1759677068555,2025-10-05 15:11:08.555,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2424,2025-10-05T15:11:08.387199Z,2.0.0,synaos,sc-aware-JQ6G0078,143,75,0.05804295354,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2423,""timestamp"":""2025-10-05T15:11:07.386581Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":146.241,""y"":74.879,""theta"":0.09047025210523518,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.886415093518546,""vy"":0.1354743009372212,""omega"":0.0033808862849514353},""schemavalidation"":true}",false,0,1759677067500,2025-10-05 15:11:07.500,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2423,2025-10-05T15:11:07.386581Z,2.0.0,synaos,sc-aware-JQ6G0078,146,75,0.09047025211,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2422,""timestamp"":""2025-10-05T15:11:06.321390Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":149.302,""y"":74.999,""theta"":0.06811333191195423,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.9045986086267597,""vy"":0.1335210969008769,""omega"":0.03805700848510742},""schemavalidation"":true}",false,0,1759677066438,2025-10-05 15:11:06.438,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2422,2025-10-05T15:11:06.321390Z,2.0.0,synaos,sc-aware-JQ6G0078,149,75,0.06811333191,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2421,""timestamp"":""2025-10-05T15:11:05.253261Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":152.354,""y"":74.966,""theta"":0.02613546695772584,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.85021048016257,""vy"":0.18203130939691287,""omega"":0.044920678994909966},""schemavalidation"":true}",false,0,1759677065413,2025-10-05 15:11:05.413,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2421,2025-10-05T15:11:05.253261Z,2.0.0,synaos,sc-aware-JQ6G0078,152,75,0.02613546696,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2420,""timestamp"":""2025-10-05T15:11:04.253399Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":155.189,""y"":74.777,""theta"":-0.02941958429261149,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.8451106573836813,""vy"":0.2725532289544481,""omega"":0.09506691933807074},""schemavalidation"":true}",false,0,1759677064392,2025-10-05 15:11:04.392,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2420,2025-10-05T15:11:04.253399Z,2.0.0,synaos,sc-aware-JQ6G0078,155,75,-0.02941958429,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2419,""timestamp"":""2025-10-05T15:11:03.199776Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":158.087,""y"":74.138,""theta"":-0.1842456475892149,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.6447782120430525,""vy"":0.31014269746938977,""omega"":0.2124987281786314},""schemavalidation"":true}",false,0,1759677063373,2025-10-05 15:11:03.373,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2419,2025-10-05T15:11:03.199776Z,2.0.0,synaos,sc-aware-JQ6G0078,158,74,-0.1842456476,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2418,""timestamp"":""2025-10-05T15:11:02.253553Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":160.323,""y"":73.069,""theta"":-0.38285625630952147,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.5419495949071402,""vy"":0.30297317093647735,""omega"":0.16007468570487815},""schemavalidation"":true}",false,0,1759677062367,2025-10-05 15:11:02.367,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2418,2025-10-05T15:11:02.253553Z,2.0.0,synaos,sc-aware-JQ6G0078,160,73,-0.3828562563,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2417,""timestamp"":""2025-10-05T15:11:01.186642Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.383,""y"":71.96,""theta"":-0.41294421991012875,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.6909150580294343,""vy"":-0.2257354428496743,""omega"":-0.2950737451208642},""schemavalidation"":true}",false,0,1759677061347,2025-10-05 15:11:01.347,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2417,2025-10-05T15:11:01.186642Z,2.0.0,synaos,sc-aware-JQ6G0078,162,72,-0.4129442199,KB_Forklift_05_09_2025,true,1,-2,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2416,""timestamp"":""2025-10-05T15:11:00.187574Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":163.578,""y"":72.467,""theta"":0.21543751424464475,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.6424311318072053,""vy"":-1.0653204675470438,""omega"":-0.9071317809610195},""schemavalidation"":true}",false,0,1759677060329,2025-10-05 15:11:00.329,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2416,2025-10-05T15:11:00.187574Z,2.0.0,synaos,sc-aware-JQ6G0078,164,72,0.2154375142,KB_Forklift_05_09_2025,true,1,-1,-1,-1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2415,""timestamp"":""2025-10-05T15:10:59.120321Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":163.231,""y"":73.457,""theta"":1.1007510526523383,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.2157296275693821,""vy"":-0.6916366514562596,""omega"":-0.5955032962456038},""schemavalidation"":true}",false,0,1759677059270,2025-10-05 15:10:59.270,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2415,2025-10-05T15:10:59.120321Z,2.0.0,synaos,sc-aware-JQ6G0078,163,73,1.100751053,KB_Forklift_05_09_2025,true,1,0,-1,-1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2414,""timestamp"":""2025-10-05T15:10:58.055613Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.824,""y"":73.804,""theta"":1.4924988021334302,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.20534925075302254,""vy"":-0.20344663873730354,""omega"":-0.1808197534799025},""schemavalidation"":true}",false,0,1759677058184,2025-10-05 15:10:58.184,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2414,2025-10-05T15:10:58.055613Z,2.0.0,synaos,sc-aware-JQ6G0078,163,74,1.492498802,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2413,""timestamp"":""2025-10-05T15:10:56.987128Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.737,""y"":74.147,""theta"":1.5792577616076657,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.40771323362468515,""vy"":-0.006074539889219968,""omega"":-0.011976599119348928},""schemavalidation"":true}",false,0,1759677057132,2025-10-05 15:10:57.132,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2413,2025-10-05T15:10:56.987128Z,2.0.0,synaos,sc-aware-JQ6G0078,163,74,1.579257762,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2412,""timestamp"":""2025-10-05T15:10:55.921830Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.746,""y"":74.448,""theta"":1.577655465769864,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":0.009794679576991044,""vy"":-0.009136577133405398,""omega"":0.0016420318038776784},""schemavalidation"":true}",false,0,1759677056072,2025-10-05 15:10:56.072,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2412,2025-10-05T15:10:55.921830Z,2.0.0,synaos,sc-aware-JQ6G0078,163,74,1.577655466,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2411,""timestamp"":""2025-10-05T15:10:54.920271Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.726,""y"":73.86,""theta"":1.5859420237592121,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":0.8835448193478742,""vy"":-0.03625005393434453,""omega"":-0.010914990366054558},""schemavalidation"":true}",false,0,1759677055049,2025-10-05 15:10:55.049,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2411,2025-10-05T15:10:54.920271Z,2.0.0,synaos,sc-aware-JQ6G0078,163,74,1.585942024,KB_Forklift_05_09_2025,true,1,1,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2410,""timestamp"":""2025-10-05T15:10:53.854796Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.706,""y"":73.257,""theta"":1.5890625475843705,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":0.20907240114485318,""vy"":-0.004359501242651602,""omega"":0.003019967366699139},""schemavalidation"":true}",false,0,1759677054020,2025-10-05 15:10:54.020,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2410,2025-10-05T15:10:53.854796Z,2.0.0,synaos,sc-aware-JQ6G0078,163,73,1.589062548,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2409,""timestamp"":""2025-10-05T15:10:52.854944Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.725,""y"":73.272,""theta"":1.5765968316677104,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":0.010128182741475712,""vy"":0.0022755834704491517,""omega"":-0.0003170986886574043},""schemavalidation"":true}",false,0,1759677052990,2025-10-05 15:10:52.990,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2409,2025-10-05T15:10:52.854944Z,2.0.0,synaos,sc-aware-JQ6G0078,163,73,1.576596832,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2408,""timestamp"":""2025-10-05T15:10:51.787198Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.728,""y"":73.448,""theta"":1.579910054126421,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.4148410397855176,""vy"":0.008909730055960388,""omega"":-0.010238566382680985},""schemavalidation"":true}",false,0,1759677051930,2025-10-05 15:10:51.930,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2408,2025-10-05T15:10:51.787198Z,2.0.0,synaos,sc-aware-JQ6G0078,163,73,1.579910054,KB_Forklift_05_09_2025,true,1,0,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2407,""timestamp"":""2025-10-05T15:10:50.785253Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.748,""y"":73.981,""theta"":1.5865691552929433,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.5453441280081484,""vy"":0.057781416650433966,""omega"":0.017698172332376454},""schemavalidation"":true}",false,0,1759677050911,2025-10-05 15:10:50.911,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2407,2025-10-05T15:10:50.785253Z,2.0.0,synaos,sc-aware-JQ6G0078,163,74,1.586569155,KB_Forklift_05_09_2025,true,1,-1,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2406,""timestamp"":""2025-10-05T15:10:49.718354Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":162.949,""y"":74.617,""theta"":1.4269892621022813,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.7813393397734224,""vy"":0.7144380961917439,""omega"":0.6237286993148226},""schemavalidation"":true}",false,0,1759677049852,2025-10-05 15:10:49.852,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2406,2025-10-05T15:10:49.718354Z,2.0.0,synaos,sc-aware-JQ6G0078,163,75,1.426989262,KB_Forklift_05_09_2025,true,1,-1,1,1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2405,""timestamp"":""2025-10-05T15:10:48.652973Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":165.153,""y"":75.038,""theta"":0.44668183650154525,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.508427514568705,""vy"":1.1856762691135907,""omega"":0.7352421173735839},""schemavalidation"":true}",false,0,1759677048794,2025-10-05 15:10:48.794,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2405,2025-10-05T15:10:48.652973Z,2.0.0,synaos,sc-aware-JQ6G0078,165,75,0.4466818365,KB_Forklift_05_09_2025,true,1,-3,1,1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2404,""timestamp"":""2025-10-05T15:10:47.588645Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":168.077,""y"":74.941,""theta"":0.06406970220871244,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.6354124581739478,""vy"":0.20677844985268756,""omega"":0.1308661304144182},""schemavalidation"":true}",false,0,1759677047746,2025-10-05 15:10:47.746,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2404,2025-10-05T15:10:47.588645Z,2.0.0,synaos,sc-aware-JQ6G0078,168,75,0.06406970221,KB_Forklift_05_09_2025,true,1,-3,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2403,""timestamp"":""2025-10-05T15:10:46.519891Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":170.66,""y"":74.527,""theta"":-0.10015962371286946,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.8684184725610604,""vy"":0.4552723676516396,""omega"":0.3140375065753621},""schemavalidation"":true}",false,0,1759677046652,2025-10-05 15:10:46.652,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2403,2025-10-05T15:10:46.519891Z,2.0.0,synaos,sc-aware-JQ6G0078,171,75,-0.1001596237,KB_Forklift_05_09_2025,true,1,-2,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2402,""timestamp"":""2025-10-05T15:10:45.453229Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":171.318,""y"":73.242,""theta"":-0.885968814926958,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.35360333259683735,""vy"":1.5572185615814957,""omega"":1.2585756322116899},""schemavalidation"":true}",false,0,1759677045592,2025-10-05 15:10:45.592,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2402,2025-10-05T15:10:45.453229Z,2.0.0,synaos,sc-aware-JQ6G0078,171,73,-0.8859688149,KB_Forklift_05_09_2025,true,1,0,2,1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2401,""timestamp"":""2025-10-05T15:10:44.387323Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":169.54,""y"":73.138,""theta"":-2.429173073196016,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-0.7871945218075113,""vy"":1.6390944484983998,""omega"":1.2655293674277868},""schemavalidation"":true}",false,0,1759677044527,2025-10-05 15:10:44.527,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2401,2025-10-05T15:10:44.387323Z,2.0.0,synaos,sc-aware-JQ6G0078,170,73,-2.429173073,KB_Forklift_05_09_2025,true,1,-1,2,1,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2400,""timestamp"":""2025-10-05T15:10:43.319643Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":167.485,""y"":73.904,""theta"":3.089183253853249,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.1929052584729947,""vy"":0.22799632186114782,""omega"":0.005210719498096354},""schemavalidation"":true}",false,0,1759677043468,2025-10-05 15:10:43.468,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2400,2025-10-05T15:10:43.319643Z,2.0.0,synaos,sc-aware-JQ6G0078,167,74,3.089183254,KB_Forklift_05_09_2025,true,1,-2,0,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2399,""timestamp"":""2025-10-05T15:10:42.186274Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":165.305,""y"":73.072,""theta"":-2.7502605449346462,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-2.0358739855050008,""vy"":-0.5122213121475861,""omega"":-0.32980755126990846},""schemavalidation"":true}",false,0,1759677042370,2025-10-05 15:10:42.370,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2399,2025-10-05T15:10:42.186274Z,2.0.0,synaos,sc-aware-JQ6G0078,165,73,-2.750260545,KB_Forklift_05_09_2025,true,1,-2,-1,0,true
kb_cvs/aldersbach/logistic/rtls/v2/synaos/sc-aware-JQ6G0078/visualization,"{""headerId"":2398,""timestamp"":""2025-10-05T15:10:41.127905Z"",""version"":""2.0.0"",""manufacturer"":""synaos"",""serialNumber"":""sc-aware-JQ6G0078"",""agvPosition"":{""x"":163.229,""y"":72.605,""theta"":-2.906753623603401,""mapId"":""KB_Forklift_05_09_2025"",""positionInitialized"":true,""localizationScore"":1},""velocity"":{""vx"":-1.8612494515703994,""vy"":0.5217979639623077,""omega"":0.2882755427697747},""schemavalidation"":true}",false,0,1759677041277,2025-10-05 15:10:41.277,kb_cvs,aldersbach,logistic,rtls,v2,synaos,sc-aware-JQ6G0078,2398,2025-10-05T15:10:41.127905Z,2.0.0,synaos,sc-aware-JQ6G0078,163,73,-2.906753624,KB_Forklift_05_09_2025,true,1,-2,1,0,true
